0.1,0.2,0.03,0.0.4,0.0.7,1.0,0.0,0.17,0.0.8,2,0.0.1,0.0.6,25,0.9,0.3,0.17.1,0.0.5,150,0.0.2,0.05,1,0.0.9,2.1,0.0.3,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.02,2,0.0,0.03,255,1,4046,0.5,0.22,2,0.0,0.0,1,0.02,9,0.0,0
3,0,0.0,0.0,0.07,1.0,0.07,1.0,0.01,15,0.06,0.03,255,1,1291,0.07,0.12,15,0.0,0.0,1,0.0,16,0.0,0
3,0,0.0,0.0,0.01,1.0,0.0,1.0,0.0,2,0.0,0.02,255,1,2445,0.01,0.5,177,0.0,0.0,1,0.0,4,0.0,0
0,0,0.03,0.0,0.0,1.0,0.0,0.49,0.0,11,0.0,0.0,125,1,0,0.49,0.0,255,0.0,0.0,1,0.0,11,0.0,0
3,0,0.23,0.0,0.54,1.0,0.0,0.08,0.0,1,0.0,0.0,1,1,284,0.08,0.0,13,0.0,0.0,1,0.0,1,0.0,297
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,32,0.0,0.03,226,1,263,0.03,0.0,32,0.0,0.0,1,0.0,32,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19,0.0,0.04,255,1,791,0.02,0.0,43,0.0,0.0,1,0.0,19,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,0.0,0.0,255,1,2635,0.0,0.0,255,0.0,0.0,1,0.0,3,0.0,0
15,0,0.01,0.0,0.74,1.0,0.0,0.52,0.76,1,0.0,0.0,132,1,387,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
0,0,0.05,0.0,0.03,1.0,0.0,0.33,0.0,2,0.0,0.02,82,1,0,0.35,0.0,173,0.0,0.0,1,0.0,2,0.0,0
22,0,0.03,0.0,0.0,1.0,0.0,0.13,0.0,1,0.0,0.0,31,1,4145,0.0,0.0,236,0.0,0.0,1,0.0,1,0.0,30
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,0.0,0.05,255,1,333,0.01,0.0,73,0.0,0.0,1,0.02,6,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,0.0,0.0,255,1,396,0.0,0.0,255,0.0,0.0,1,0.0,6,0.0,0
1,0,0.22,0.63,0.05,0.05,0.16,0.01,0.0,19,0.0,0.0,1,1,0,0.32,0.0,128,0.0,0.0,1,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,0.0,0.17,245,1,6825,0.01,0.0,88,0.0,0.14,1,0.69,4,0.0,0
11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,165,0.0,0.0,255,0,44,0.0,0.0,255,0.0,0.0,2,0.0,165,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.04,255,1,207,0.05,0.5,21,0.0,0.0,1,0.01,6,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9,0.0,0.04,255,1,1487,0.03,0.0,31,0.0,0.0,1,0.0,9,0.0,0
11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20,0.0,0.0,255,0,123,0.0,0.05,255,0.0,0.0,2,0.0,41,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9,0.0,0.02,255,1,598,0.01,0.09,143,0.0,0.01,1,0.0,22,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13,0.0,0.02,255,1,332,0.02,0.14,64,0.0,0.0,1,0.0,14,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,0.0,0.08,255,1,3783,0.08,0.0,13,0.0,0.0,1,0.0,3,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12,0.0,0.0,255,1,310,0.0,0.18,255,0.0,0.0,1,0.0,17,0.0,0
0,0,0.13,0.0,0.01,1.0,0.0,0.45,0.02,1,0.0,0.0,41,1,0,0.55,0.0,91,0.0,0.0,1,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17,0.0,0.03,255,1,8647,0.06,0.11,17,0.0,0.0,1,0.0,28,0.0,0
10,0,0.02,0.0,0.0,1.0,0.0,0.03,0.0,1,0.0,0.0,5,0,224,0.01,0.0,145,0.0,0.0,1,0.0,1,0.0,0
11,0,0.01,0.0,0.0,1.0,0.0,0.91,0.0,202,0.0,0.0,232,0,88,0.0,0.0,255,0.0,0.0,2,0.0,202,0.0,0
3,0,0.0,0.0,0.33,1.0,0.0,1.0,0.01,1,0.0,0.04,255,1,292,0.33,0.0,3,0.0,0.0,1,0.0,1,0.0,0
53,0,0.08,0.0,0.01,1.0,0.0,0.03,0.0,1,0.0,0.67,3,1,1565,0.01,0.0,72,0.0,0.01,1,0.0,1,0.0,1
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11,0.0,0.0,255,1,484,0.01,0.18,255,0.0,0.0,1,0.0,22,0.0,0
11,0,0.01,0.0,0.0,1.0,0.0,0.98,0.0,174,0.0,0.0,250,0,76,0.01,0.0,255,0.0,0.0,2,0.0,174,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23,0.0,0.0,255,1,2572,0.0,0.0,255,0.0,0.0,1,0.0,23,0.0,0
7,0,0.01,1.0,0.0,0.5,0.0,0.02,0.0,2,0.0,0.0,6,0,0,0.11,0.0,255,0.0,0.0,3,0.0,1,0.0,0
11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.04,52,0,93,1.0,0.0,41,0.0,0.0,2,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19,0.0,0.0,255,1,482,0.0,0.16,255,0.0,0.0,1,0.0,37,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,0.0,0.0,255,1,1415,0.0,0.0,255,0.0,0.0,1,0.0,6,0.0,0
3,0,0.01,0.0,0.0,1.0,0.0,0.99,0.0,6,0.08,0.0,252,1,1075,0.0,0.17,255,0.0,0.0,1,0.0,12,0.0,0
0,0,0.03,0.0,0.0,1.0,0.0,0.24,0.0,1,0.0,0.03,61,1,0,0.24,0.0,212,0.0,0.0,1,0.0,1,0.0,0
10,0,0.02,1.0,0.0,0.5,0.0,0.06,0.0,2,0.0,0.0,13,0,141,0.0,0.0,222,0.0,0.0,1,0.0,1,0.0,0
11,0,0.01,0.0,0.0,1.0,0.0,0.94,0.0,68,0.0,0.0,240,0,44,0.28,0.0,255,0.0,0.0,2,0.0,68,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.02,255,1,19835,0.01,0.0,112,0.0,0.0,1,0.0,1,0.0,0
19,0,0.01,0.0,0.0,1.0,0.0,0.06,0.0,1,0.0,0.0,15,0,0,0.07,0.0,255,0.0,0.0,3,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17,0.0,0.0,255,1,295,0.0,0.1,255,0.0,0.0,1,0.0,21,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,0.0,0.02,193,1,15525,0.08,0.0,13,0.0,0.0,1,0.0,3,0.0,0
0,0,0.03,0.0,0.0,1.0,0.0,0.61,0.01,7,0.0,0.0,155,1,0,0.62,0.0,255,0.0,0.0,1,0.0,7,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18,0.0,0.0,255,1,397,0.0,0.0,255,0.0,0.0,1,0.0,18,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,0.0,0.05,255,1,5515,0.17,0.0,6,0.0,0.0,1,0.0,6,0.0,0
3,0,0.0,0.0,0.01,1.0,0.0,1.0,0.0,6,0.0,0.02,255,1,484,0.01,0.0,72,0.0,0.0,1,0.0,6,0.0,0
11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,150,0.0,0.0,255,0,44,0.0,0.0,255,0.0,0.0,2,0.0,150,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,37,0.0,0.01,255,1,756,0.01,0.0,75,0.0,0.19,1,0.07,37,0.0,0
11,0,0.01,0.0,0.0,1.0,0.0,1.0,0.0,66,0.0,0.0,254,0,79,0.0,0.0,255,0.0,0.0,2,0.0,66,0.0,0
1,0,0.62,0.67,0.0,0.33,0.0,0.0,0.0,3,0.0,0.0,1,0,0,0.93,0.0,255,0.0,0.0,2,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,0.0,0.0,255,1,513,0.0,0.0,255,0.0,0.0,1,0.0,5,0.0,0
15,0,0.07,0.07,0.93,0.01,0.99,0.05,0.0,181,0.0,0.0,13,1,388,0.0,1.0,255,0.0,0.0,1,0.0,2,0.0,0
3,0,0.0,0.0,0.01,1.0,0.0,1.0,0.01,2,0.0,0.01,225,1,1425,0.0,0.0,221,0.0,0.0,1,0.0,2,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,0.0,0.02,255,1,215,0.01,0.0,80,0.0,0.0,1,0.0,6,0.0,0
15,0,0.06,0.0,0.01,1.0,0.0,0.54,0.0,1,0.0,0.02,82,1,330,0.01,1.0,127,0.0,0.01,1,0.0,2,0.0,0
0,0,0.03,0.0,0.0,1.0,0.0,0.54,0.0,1,0.0,0.02,95,0,0,0.54,0.0,110,0.0,0.0,1,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.01,5,0.0,0.08,84,1,940,0.05,0.09,21,0.0,0.0,1,0.0,23,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,0.0,0.04,162,1,29325,0.06,0.0,16,0.0,0.0,1,0.0,5,0.0,0
15,0,0.04,0.0,0.0,1.0,0.0,0.82,0.0,1,0.0,0.01,203,1,332,0.01,0.0,112,0.0,0.0,1,0.0,1,0.0,2
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,0.0,0.02,255,1,6982,0.25,0.0,4,0.0,0.0,1,0.0,3,0.0,0
19,0,0.01,0.0,0.0,1.0,0.0,0.08,0.0,7,0.0,0.0,20,0,0,0.09,0.0,255,0.0,0.0,3,0.0,7,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,0.0,0.03,255,1,4815,0.01,0.0,77,0.0,0.0,1,0.0,3,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22,0.0,0.02,255,1,3123,0.03,0.0,29,0.0,0.0,1,0.0,22,0.0,0
3,0,0.0,0.0,0.01,1.0,0.0,1.0,0.0,1,0.0,0.03,255,1,345,0.01,0.0,190,0.0,0.0,1,0.0,1,0.0,0
0,0,0.33,0.0,0.0,1.0,0.0,0.83,0.0,1,0.0,0.02,82,1,0,0.83,0.0,6,0.0,0.0,1,0.0,1,0.0,0
15,0,0.08,0.0,0.0,1.0,0.0,0.31,0.0,1,0.0,0.02,121,1,329,0.02,1.0,52,0.0,0.0,1,0.0,2,0.0,1
11,0,0.01,0.01,0.0,0.99,0.0,0.98,0.0,159,0.0,0.0,250,0,82,0.0,0.02,255,0.0,0.0,2,0.0,160,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15,0.0,0.04,230,1,439,0.01,0.14,70,0.0,0.0,1,0.0,28,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15,0.0,0.05,255,1,1538,0.03,0.12,36,0.0,0.0,1,0.0,33,0.0,0
11,0,0.01,0.01,0.0,1.0,0.0,0.76,0.0,250,0.0,0.0,106,0,41,0.23,0.0,139,0.0,0.0,2,0.0,249,0.0,0
11,0,0.01,0.01,0.0,0.99,0.0,1.0,0.0,191,0.0,0.0,254,0,75,0.0,0.01,255,0.0,0.0,2,0.0,191,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7,0.0,0.02,243,1,261,0.02,0.0,45,0.0,0.0,1,0.0,7,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11,0.0,0.01,255,1,337,0.0,0.0,236,0.0,0.0,1,0.0,11,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10,0.0,0.08,255,1,1068,0.01,0.18,95,0.0,0.0,1,0.0,11,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7,0.0,0.01,255,1,1681,0.01,0.0,141,0.0,0.0,1,0.0,7,0.0,0
15,0,0.53,0.0,0.0,1.0,0.0,0.1,0.0,1,0.0,0.0,26,1,327,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19,0.0,0.02,255,1,943,0.01,0.0,95,0.0,0.0,1,0.0,19,0.0,0
15,0,0.02,0.0,0.0,1.0,0.0,0.59,0.0,1,0.0,0.0,80,1,364,0.01,0.0,136,0.0,0.0,1,0.0,1,0.0,2
15,0,0.01,0.0,0.0,1.0,0.0,0.04,0.0,1,0.0,0.0,11,1,478,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8,0.0,0.0,255,1,5989,0.0,0.22,255,0.0,0.0,1,0.0,9,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.05,255,1,11113,0.33,0.57,3,0.0,0.0,1,0.0,7,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17,0.0,0.0,255,1,2488,0.0,0.15,255,0.0,0.0,1,0.0,27,0.0,0
3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.16,219,0,0,0.07,0.0,14,1.0,1.0,1,1.0,1,1.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18,0.0,0.0,255,1,6356,0.0,0.0,255,0.0,0.0,1,0.0,18,0.0,0
15,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.01,137,1,333,1.0,1.0,1,0.0,0.0,1,0.0,2,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7,0.0,0.03,255,1,955,0.01,0.0,181,0.0,0.0,1,0.0,7,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,0.0,0.07,122,1,369,0.33,0.0,3,0.0,0.0,1,0.01,3,0.0,0
11,0,0.01,0.0,0.0,1.0,0.0,1.0,0.0,127,0.0,0.0,254,0,43,0.0,0.0,255,0.0,0.0,2,0.0,127,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,31,0.0,0.01,255,1,22841,0.01,0.09,175,0.0,0.0,1,0.0,44,0.0,0
3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.09,92,0,0,0.5,0.0,2,1.0,1.0,1,1.0,1,1.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33,0.0,0.0,255,1,1010,0.0,0.0,255,0.0,0.0,1,0.0,33,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.01,255,1,3012,0.06,0.09,18,0.0,0.0,1,0.0,22,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9,0.0,0.03,255,1,828,0.01,0.0,94,0.0,0.0,1,0.0,9,0.0,0
11,0,0.01,0.0,0.0,1.0,0.0,0.96,0.0,104,0.0,0.0,245,0,65,0.01,0.0,255,0.0,0.0,2,0.0,104,0.0,0
1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,440,0.0,0.0,255,0,4,1.0,0.0,255,0.0,0.0,2,0.0,440,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11,0.0,0.14,111,1,776,0.09,0.0,11,0.0,0.0,1,0.0,11,0.0,0
3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.11,255,0,0,0.03,0.75,31,1.0,1.0,1,0.91,4,1.0,0
11,0,0.01,0.0,0.0,1.0,0.0,0.98,0.0,195,0.0,0.0,251,0,132,0.0,0.0,255,0.0,0.0,2,0.0,195,0.0,0
11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,122,0.0,0.0,255,0,43,0.01,0.01,255,0.0,0.0,2,0.0,188,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.02,255,1,9567,0.05,1.0,21,0.0,0.05,1,0.0,2,0.0,0
1,0,0.65,0.0,0.0,1.0,0.0,0.01,0.0,2,0.0,0.0,3,0,105,0.97,0.0,255,0.0,0.0,2,0.0,2,0.0,871
15,0,0.03,0.0,0.0,1.0,0.0,0.76,0.0,1,0.0,0.02,122,1,329,0.01,1.0,100,0.0,0.0,1,0.0,2,0.0,5
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13,0.0,0.01,255,1,261,0.01,0.11,187,0.0,0.0,1,0.0,36,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.04,255,1,2093,0.07,0.11,14,0.0,0.0,1,0.0,18,0.0,0
22,0,0.03,0.0,0.0,1.0,0.0,0.13,0.0,1,0.0,0.0,27,1,4152,0.0,0.0,214,0.0,0.0,1,0.0,1,0.0,28
22,0,0.03,0.0,0.02,1.0,0.0,0.27,0.08,2,0.0,0.0,39,1,4145,0.01,0.0,146,0.0,0.0,1,0.0,2,0.0,33
15,0,0.09,0.0,0.0,1.0,0.0,0.73,0.0,1,0.0,0.04,49,1,366,0.03,0.0,33,0.0,0.0,1,0.0,1,0.0,4
3,0,0.0,0.0,0.01,1.0,0.0,1.0,0.0,7,0.0,0.02,255,1,2446,0.01,0.25,116,0.0,0.0,1,0.0,8,0.0,0
11,0,0.01,0.03,0.0,0.99,0.0,1.0,0.0,70,0.0,0.0,254,0,134,0.0,0.01,255,0.0,0.0,2,0.0,150,0.0,0
11,0,0.01,0.0,0.0,1.0,0.0,1.0,0.0,148,0.0,0.0,254,0,74,0.01,0.0,255,0.0,0.0,2,0.0,148,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7,0.0,0.0,255,1,7355,0.0,0.29,255,0.0,0.0,1,0.0,14,0.0,0
3,0,0.0,0.0,0.01,1.0,0.0,1.0,0.0,3,0.0,0.04,255,1,8673,0.01,0.27,111,0.0,0.0,1,0.0,11,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,41,0.0,0.0,255,1,565,0.0,0.09,255,0.0,0.0,1,0.0,65,0.0,0
15,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.01,209,1,335,0.14,1.0,7,0.0,0.0,1,0.0,2,0.0,17
3,1,0.0,0.0,0.01,1.0,0.5,1.0,0.0,2,0.5,0.03,255,0,0,0.02,0.0,115,0.0,0.0,1,0.0,2,0.0,0
15,0,0.06,0.0,0.0,1.0,0.0,0.81,0.0,1,0.0,0.0,44,1,328,0.02,0.0,54,0.0,0.0,1,0.0,1,0.0,0
10,0,0.02,0.0,0.0,1.0,0.0,0.01,0.0,1,0.0,0.33,6,0,137,0.01,0.0,182,0.0,0.0,1,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,255,1,3073,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.02,255,1,4097,0.01,0.0,149,0.0,0.0,1,0.0,1,0.0,0
3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.09,255,0,0,0.06,0.0,18,1.0,1.0,1,0.66,1,1.0,0
0,0,0.78,0.0,0.0,1.0,0.0,0.07,0.0,11,0.0,0.0,17,1,0,0.07,0.0,255,0.0,0.0,1,0.0,11,0.0,0
11,0,0.05,0.0,0.0,1.0,0.0,0.61,0.0,5,0.0,0.0,38,0,32,0.61,0.33,62,0.0,0.0,2,0.0,6,0.0,3
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,0.0,0.02,255,1,1600,0.01,0.14,138,0.0,0.0,1,0.0,36,0.0,0
3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.06,249,0,0,1.0,0.0,1,1.0,1.0,1,0.95,1,1.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25,0.0,0.0,255,1,354,0.0,0.0,255,0.0,0.0,1,0.0,25,0.0,0
22,0,0.02,0.0,0.0,1.0,0.0,0.23,0.0,1,0.0,0.0,59,1,767,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,24
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9,0.0,0.0,255,1,6367,0.0,0.0,255,0.0,0.0,1,0.0,9,0.0,0
15,0,0.04,0.0,0.0,1.0,0.0,0.52,0.0,1,0.0,0.02,120,1,335,0.01,0.0,103,0.0,0.0,1,0.0,1,0.0,0
0,0,0.01,0.0,0.0,1.0,0.0,0.35,0.0,3,0.0,0.0,86,1,0,0.35,0.0,249,0.0,0.0,1,0.0,3,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9,0.0,0.02,255,1,1845,0.01,0.0,153,0.0,0.01,1,0.0,9,0.0,0
0,0,0.02,0.0,0.0,1.0,0.0,0.25,0.0,9,0.0,0.04,53,1,0,0.25,0.0,188,0.0,0.0,1,0.0,9,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25,0.0,0.0,255,1,13599,0.0,0.0,255,0.0,0.0,1,0.0,25,0.0,0
0,0,0.05,0.0,0.4,1.0,0.0,0.18,0.0,2,0.0,0.0,45,1,0,0.18,0.0,255,0.0,0.02,1,0.0,2,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11,0.0,0.04,255,1,281,0.02,0.17,48,0.0,0.0,1,0.0,12,0.0,0
11,0,0.01,0.01,0.0,1.0,0.0,0.87,0.0,297,0.0,0.0,223,0,129,0.0,0.0,255,0.0,0.0,2,0.0,296,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12,0.0,0.03,255,1,2028,0.01,0.0,88,0.0,0.0,1,0.0,12,0.0,0
15,0,0.02,0.0,0.0,1.0,0.0,0.72,0.0,1,0.0,0.01,180,1,333,0.01,1.0,162,0.0,0.0,1,0.0,2,0.0,0
11,0,0.01,0.0,0.0,1.0,0.0,0.99,0.0,180,0.0,0.0,253,0,138,0.0,0.01,255,0.0,0.0,2,0.0,260,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.05,255,1,1956,0.08,0.1,12,0.0,0.0,1,0.0,21,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.03,255,1,1822,0.02,1.0,52,0.0,0.0,1,0.0,2,0.0,0
7,0,0.01,1.0,0.0,0.33,0.0,0.01,0.0,3,0.0,0.0,3,0,0,0.07,0.0,255,0.0,0.0,3,0.0,1,0.0,0
15,0,0.02,0.0,0.0,1.0,0.0,0.61,0.0,1,0.0,0.0,137,1,419,0.0,1.0,224,0.0,0.0,1,0.0,2,0.0,1
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,0.0,0.02,255,1,1408,0.17,0.0,6,0.0,0.0,1,0.0,6,0.0,0
11,0,0.02,0.03,0.0,0.99,0.0,0.78,0.0,74,0.0,0.0,200,0,125,0.0,0.01,255,0.0,0.0,2,0.0,154,0.0,0
2,0,0.01,1.0,0.0,0.33,0.0,0.96,0.0,3,0.0,0.0,245,0,147,0.01,0.0,255,0.0,0.0,2,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,0.0,0.0,255,1,443,0.0,0.0,255,0.0,0.0,1,0.0,4,0.0,0
11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86,0.0,0.0,255,0,46,0.01,0.01,255,0.0,0.0,2,0.0,152,0.0,0
0,0,0.04,0.0,0.0,1.0,0.0,0.45,0.0,3,0.0,0.0,116,1,0,0.45,0.0,255,0.0,0.0,1,0.0,3,0.0,0
22,0,0.25,0.0,0.0,1.0,0.0,0.5,0.0,1,0.0,0.0,4,1,4152,0.12,0.0,8,0.0,0.0,1,0.0,1,0.0,27
25,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,194,0,0,1.0,0.0,194,0.0,0.0,3,0.0,2,0.0,0
1,0,0.49,0.6,0.0,0.2,0.0,0.01,0.0,5,0.0,0.0,3,0,105,0.91,0.0,255,0.0,0.0,2,0.0,1,0.0,8649
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18,0.0,0.0,255,1,1719,0.0,0.0,255,0.0,0.0,1,0.0,18,0.0,0
2,0,0.01,1.0,0.0,0.33,0.0,0.89,0.0,3,0.0,0.0,226,0,146,0.0,0.0,255,0.0,0.0,2,0.0,1,0.0,0
11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,119,0.0,0.0,255,0,147,0.0,0.01,255,0.0,0.0,2,0.0,198,0.0,0
15,0,0.18,0.0,0.0,1.0,0.0,0.82,0.0,1,0.0,0.01,185,1,327,0.06,1.0,17,0.0,0.0,1,0.0,3,0.0,1
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11,0.0,0.0,255,1,3867,0.0,0.0,255,0.0,0.0,1,0.0,11,0.0,0
15,0,0.4,0.0,0.0,1.0,0.0,0.8,0.0,1,0.0,0.02,129,1,397,0.2,0.0,5,0.0,0.0,1,0.0,1,0.0,1
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20,0.0,0.05,255,1,5308,0.02,0.0,59,0.0,0.0,1,0.0,20,0.0,0
0,0,0.05,0.0,0.0,1.0,0.0,0.23,0.0,2,0.0,0.03,60,0,0,0.23,0.0,111,0.0,0.02,1,0.0,2,0.0,0
0,0,0.02,0.0,0.0,1.0,0.0,0.19,0.0,2,0.0,0.04,50,1,0,0.19,0.0,236,0.0,0.0,1,0.0,2,0.0,2
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.05,255,1,549,0.05,0.22,22,0.0,0.0,1,0.0,9,0.0,140
2,0,0.01,0.5,0.0,0.25,0.0,0.34,0.0,4,0.0,0.0,86,0,145,0.0,0.0,255,0.0,0.0,2,0.0,1,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11,0.0,0.02,255,1,25948,0.03,0.0,31,0.0,0.0,1,0.0,11,0.0,0
3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7,0.0,0.19,247,0,0,0.02,0.0,42,0.71,0.95,1,0.99,7,0.71,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8,0.0,0.02,255,1,1232,0.01,0.0,184,0.0,0.0,1,0.0,8,0.0,0
15,0,0.03,0.0,0.0,1.0,0.0,0.71,0.03,1,0.0,0.02,170,1,326,0.01,1.0,87,0.0,0.0,1,0.01,2,0.0,0
11,0,0.01,0.0,0.0,1.0,0.0,1.0,0.0,167,0.0,0.0,254,0,45,0.0,0.0,255,0.0,0.0,2,0.0,167,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8,0.0,0.02,255,1,3024,0.02,0.0,41,0.0,0.0,1,0.0,8,0.0,0
3,0,0.0,0.0,0.01,1.0,0.0,1.0,0.01,5,0.0,0.02,255,1,7321,0.01,0.25,172,0.0,0.01,1,0.0,16,0.0,0
15,0,0.02,0.0,0.0,1.0,0.0,0.7,0.0,1,0.0,0.0,119,1,328,0.01,0.0,171,0.0,0.0,1,0.0,1,0.0,0
